country_code,sentence,cluster_no
AE, a man in a suit and tie standing in a room.,7
AE, a man in a suit and tie in a room.,7
AE, a man is playing a video game in a living room.,7
AE, a group of people sitting on a bench watching a man.,7
AE, a woman holding a surfboard walking down the street,7
AE, a table topped with plates of food and a cup of coffee.,7
AE, a man walking down a street with a dog.,7
AE, a large group of people standing in a city.,7
AE, a pile of books and a bag of chips.,7
AE, a blender filled with lots of different types of food.,7
AE, a table with a bunch of bananas on it,7
AE, a plate of food and a cup of coffee.,7
AE, a cup of coffee and a cup of coffee on a table.,7
AE, a cup of coffee and a cup of coffee.,7
AE, a cup of coffee and a cup of coffee.,7
AE, a collection of antiques and a pair of scissors.,7
AE, a woman holding a cell phone in her hand.,7
AE, a woman walking down a street holding an umbrella.,7
AE, a man riding a skateboard down a street.,7
AE, a room with a lot of different tables and chairs,7
AE, a woman standing in front of a train car.,7
AE, a bunch of motorcycles that are parked in a garage,7
AE, a group of people sitting around a table with a laptop.,7
AE, a living room with a couch and a coffee table,7
AE, a room with a table and chairs and a vase of flowers,7
AE, a large group of people standing in a room.,7
AE, a group of people sitting at a table in a room.,7
AE, a dog is sitting on a rug with a stuffed bear.,7
AE, a group of stuffed animals sitting on top of a couch.,7
AE, a blender with a bunch of oranges and a drink,7
AE, a collection of antiques and a bag of oranges.,7
AE, a man is walking down a city street.,7
AE, a room with a table and chairs set up,7
AE, a bed with a blue blanket on it,7
AE," a small bathroom with a sink , toilet and a bathtub.",7
AE, a living room with a couch and a table,7
AE, a bed room with a bed and a window,7
AE, a man sitting on a bench in front of a building.,7
AE," a bathroom with a sink , toilet and a shower.",7
AE, a vase with a flower in it sitting on a table,7
AE, a train station with a train on the tracks,7
AE, a boat is docked in the water near a city.,7
AE, a man and a woman sitting on a couch.,7
AE, a man in a suit and tie in a room.,7
AR, a car is parked on the street,0
AR, a pair of scissors and a pair of scissors,1
AR, a pair of scissors and a pair of scissors.,1
AR, a black and white photo of a black and white photo of a room,1
AR, a kitchen with a refrigerator and a microwave,1
AR, a bunch of bananas are layed out on a table,1
AR, a stuffed animal that is on a table,1
AR, a close up of a plate of food with a fork,1
AR, a pair of scissors and a pair of scissors,1
AR, a pair of scissors and a knife on a table,1
AR, a man holding a nintendo wii game controller.,1
AR, a man wearing a red hat and a bow tie.,1
AR, a man holding a tennis racquet on a court.,1
AR, a table topped with lots of different types of food.,1
AR, a man wearing a tie and a jacket is smiling,1
AR, a refrigerator with a lot of food on it,1
AR, a man holding a baseball bat in his hand.,1
AR, a red car with a white car parked on the side of it,1
AR, a close up of a person holding a cell phone,1
AR, a man holding a cell phone to his ear.,1
AR, a person holding a pair of scissors in their hand.,1
AR, a person holding a cell phone up to their ear,1
AR, a group of stuffed animals sitting on top of a table.,1
AR, a bunch of bananas are hanging from a ceiling.,1
AR, a pair of scissors and a cup of coffee,1
AR, a man in a suit and tie holding a glass of wine.,1
AR, a close up of a cat on a table,1
AR, a close up of a person holding a cell phone,1
AR, a young boy wearing a tie and a black shirt.,1
AR, a hand holding a pair of scissors in a paper wrapper.,1
AR, a close up of a person holding a cell phone,1
AR, a pair of scissors and a pair of scissors.,1
AR, a man and a woman are sitting on a motorcycle.,1
AR, a person holding a tennis racket in his hand.,1
AR, a red and white sign with a blue and white sign,1
AR, a bunch of stuffed animals are on a table,1
AR, a group of people standing around a table.,1
AR, a pair of scissors and a pair of scissors.,1
AR, a man holding a tennis racket in his hand.,1
AR, a black and white photo of a person holding a tennis racket,1
AR, a man holding a baseball bat in his hand.,1
AR, a person holding a baseball bat in front of a sign,1
AR, a close up of a person holding a tennis racket,1
AR, a man holding a cell phone up to his ear,1
AR, a pair of scissors and a pair of scissors.,1
AR, a man in a wet suit carrying a surfboard,1
AR, a pair of scissors cutting a paper with a pair of scissors.,1
AR, a close up of a person holding a cell phone,1
AR, a person holding a cell phone in their hand.,1
AR, a computer screen with a keyboard and mouse,1
AR, a person holding a cell phone in their hand.,1
AR, a laptop computer sitting on top of a desk.,1
AR, a man in a suit and tie standing in a room.,1
AR, a group of people standing around a giant cake.,1
AR, a pair of black shoes sitting on a bed.,1
AR, a pair of scissors and a pair of scissors.,1
AR, a street sign on a pole on a street.,1
AR, a pair of scissors and a pair of scissors,1
AR, a close up of a white and black toothbrush,1
AR, a vase with a flower in it sitting on a table,1
AR, a pair of scissors and a pair of scissors.,1
AR, a red and yellow toothbrush with a red hat.,1
AR, a cake with a bunch of different designs of it,1
AR, a glass vase with a flower in it,1
AR, a white bowl with a spoon in it,1
AR, a large truck driving down a street next to a building.,1
AR, a person holding a pair of scissors in the hand.,1
AR, a woman is sitting on a bench with a dog.,1
AR, a man wearing a suit and tie standing in a room.,1
AR, a woman holding a cell phone to her ear,1
AR, a picture of a sign with a sign on it,1
AR, a woman with a tie and a man in a suit,1
AR, a man holding a baseball bat in his hand.,1
AR, a close up of a baseball player holding a bat,1
AR, a man holding a baseball bat in his hand.,1
AR, a red and white sign with a green light,1
AR, a pair of scissors and a pair of scissors.,1
AR, a pair of scissors and a pair of scissors.,1
AR, a man and a woman are playing a video game.,1
AR, a man in a suit and tie standing in a room.,1
AR, a man and a woman are playing a video game.,1
AR, a man and a woman are playing a video game.,1
AR, a man and a woman are playing a video game,1
AR, a pair of scissors and a pair of scissors.,1
AR, a person holding a pair of scissors in a room.,1
AR, a cake with a knife and a knife on it.,1
AR, a pair of scissors and a pair of scissors.,1
AR, a pair of scissors and a pair of scissors.,1
AR, a close up of a pair of scissors on a table,1
AR, a black and white photo of a person holding a toothbrush,1
AR, a black and white photo of a black and white photo of a person holding a cell phone,1
AR, a pair of scissors and a pair of scissors,1
AR, a woman holding a pair of scissors in her hand.,1
AR, a pair of scissors sitting on top of a wooden table.,1
AR, a large white and blue bus parked in a parking lot.,1
AR, a stuffed animal sitting on a bed,1
AR, a man wearing a suit and tie standing next to a wall.,1
AR, a close up of a pair of scissors on a table,1
AR, a pair of scissors and a pair of scissors.,1
AR, a person holding a cell phone in their hand.,1
AR, a man in a suit and tie standing in a room.,1
AR, a close up of a cake with a knife and fork,1
AR, a large white vase with a flower in it,1
AR, a large clock tower with a clock on it.,1
AR, a close up of a person riding a motorcycle,1
AR, a collection of scissors and a pair of scissors.,1
AR, a person holding a pair of scissors in the hand.,1
AR, a sign that is on a pole on a street.,1
AR, a person holding a cell phone in their hand.,1
AR, a pair of scissors and a pair of scissors.,1
AR, a pair of scissors cutting a paper with a knife.,1
AR, a cake with a knife and a knife on it.,1
AR, a person holding a cell phone in their hand.,1
AR, a motorcycle parked on the side of a road.,1
AR, a close up of a person holding a cell phone,1
AR, a person holding a bunch of bananas in their hand.,1
AR, a man in a suit and tie holding a white umbrella.,1
AR, a pair of scissors and a pair of scissors,1
AR, a man in a suit and tie standing in front of a building.,1
AR, a man wearing a tie and a jacket is smiling,1
AR, a pair of scissors and a pair of scissors,1
AR, a pair of scissors and a pair of scissors.,1
AR, a bed with a book on it,1
AR, a bed with a book on it and a pillow,1
AR, a bed with a book on it and a book on it,1
AR, a white toilet sitting in a bathroom next to a sink.,1
AR, a parking meter with a sign on it,1
AR, a white refrigerator with a black and white cat inside of it,1
AR, a person holding a snowboard in the snow.,1
AR, a man holding a tennis racquet on a tennis court.,1
AR, a close up of a person holding a skateboard,1
AR, a man and a woman are standing together.,1
AR, a red and white cake with a red and white orchid,1
AR, a bathroom with a toilet and a sink,1
AR, a car parked on the side of a road.,1
AR, a black cat sitting on a toilet seat,1
AR, a close up of a person holding a skateboard,1
AR, a man in a suit and tie standing in a room.,1
AR, a pair of scissors and a knife on a cutting board,1
AR, a man holding a pair of scissors in a room.,1
AR, a man holding a tennis racquet on a tennis court.,1
AR, a man holding a cell phone up to his ear,1
AR, a car parked on the side of a road.,1
AR, a large white clock sitting on top of a building.,1
AR, a white sink with a green and white toothbrush,1
AR, a white and blue toothbrush in a clear glass,1
AR, a pair of scissors cutting a sheet cake,1
AR, a pair of scissors and a pair of scissors.,1
AR, a stuffed animal that is on a table,1
AR, a person holding a knife and fork into a pizza,1
AR, a chocolate cake with a lot of candles on it,1
AR, a person 's hand holding a red and white tie,1
AR, a person holding a pair of scissors in their hand.,1
AR, a man is walking down the street with a skateboard.,1
AR, a man is standing in front of a building,1
AR, a baseball player is holding a bat and a ball,1
AR, a person holding a pair of scissors in the hand.,1
AR, a woman holding a baby in a black and white photo.,1
AR, a group of people standing around a table with a cake.,1
AR, a group of different colored ties hanging from a ceiling.,1
AR, a person holding a pair of scissors in their hand.,1
AR, a man holding a glass of wine in his hand.,1
AR, a person holding a cell phone in their hand.,1
AR, a man in a suit and tie standing in front of a building.,1
AR, a man wearing a tie and a shirt and tie,1
AR, a man wearing a suit and tie in a room.,1
